Date,State,Positive,Negative,Pending,HospitalizedCurrently,HospitalizedCumulative,InICUcurrently,InICUcumulative,OnVentilatorCurrently,OnVentilatorCumulative,Recovered,Deaths,DataQualityGrade,LastUpdateET
20200511,MI,"47,552","251,396",,"1,424",,685,,557,,22686,4584,A+,05-11-20 11:00
20200511,MN,"11,799","103,982",,452,"1,716",194,600,,,6945,591,A,05-10-20 17:00
20200511,MO,"9,918","105,702",,824,,,,137,,,488,B,05-11-20 15:00
20200511,MP,19,"2,676",,,,,,,,12,2,D,05-11-20 00:00
20200511,MS,"9,674","86,211",,507,"1,546",132,,68,,6268,435,A,05-10-20 19:00
20200511,MT,459,"22,113",,4,62,,,,,423,16,C,05-10-20 00:00
20200511,NC,"15,045","180,820",,464,,,,,,9115,550,B,05-11-20 14:00
20200511,ND,"1,518","45,496",,34,115,,,,,846,36,C,05-11-20 12:10
20200511,NE,"8,315","37,924",,,,,,,,,98,D,05-10-20 19:45
20200511,NH,"3,160","31,723",261,113,318,,97,,,1229,133,B,05-10-20 09:00
20200511,NJ,"139,945","285,988",,"4,195",,"1,255",,970,,15642,9310,A+,05-11-20 13:00
20200511,NM,"4,863","97,635",,194,789,,,,,1285,200,C,05-10-20 17:50
20200511,NV,"6,152","53,932",,482,,117,,60,,183,306,C,05-11-20 13:30
20200511,NY,"337,055","867,596",,"7,226","73,143","2,450",,2020,,58363,21640,A,05-10-20 00:00
20200511,OH,"24,777","185,753",,"1,011","4,413",391,1217,256,,,1357,B,05-11-20 14:00
20200511,OK,"4,613","91,379",,177,828,93,,,,3241,274,A+,05-11-20 00:00
20200511,OR,"3,286","74,320",,164,673,40,,23,,1125,130,A+,05-11-20 11:00
20200511,PA,"57,154","231,704",,"2,176",,,,497,,,3731,C,05-11-20 00:00
20200511,PR,"2,256",,,,,,,,,,113,D,05-11-20 05:57
20200511,RI,"11,450","81,882",,276,"1,280",73,,52,,841,430,A+,05-11-20 12:00
20200511,SC,"7,653","76,804",,,"1,252",,,,,4120,331,B,05-10-20 16:30
20200511,SD,"3,614","20,964",,78,263,,,,,2187,34,C,05-10-20 18:00
20200511,TN,"15,544","257,733",,,"1,344",,,,,8038,251,B,05-11-20 15:00
20200511,TX,"39,869","485,828",,"1,525",,,,,,21713,1100,B,05-10-20 16:35
20200511,UT,"6,362","144,223",,160,517,,169,,76,3181,68,B,05-11-20 15:00
20200511,VA,"25,070","125,547",432,"1,504","4,777",362,,194,,3273,850,A+,05-10-20 17:00
20200511,VI,69,"1,110",36,,,,,,,60,5,C,05-11-20 09:30
20200511,VT,926,"19,945",,14,,,,,,785,53,B,05-11-20 00:00
20200511,WA,"16,891","231,984",,350,,110,,,,,931,B,05-10-20 02:59
20200511,WI,"10,418","108,033",180,520,"1,846",116,460,,,5176,409,A+,05-11-20 00:00
20200511,WV,"1,366","62,103",,49,,10,,6,,775,54,C,05-11-20 10:00
20200511,WY,662,"11,403",,12,66,,,,,443,7,C,05-10-20 17:38
20200510,AK,379,"26,985",,8,,,,,,324,10,C,05-10-20 14:00
20200510,AL,"9,777","117,644",,,"1,240",,460,,274,,393,B,05-10-20 00:00
20200510,AR,"3,747","61,781",,64,471,,,14,96,2968,88,B,05-10-20 10:15
20200510,AS,0,83,,,,,,,,,0,D,05-03-20 00:00
20200510,AZ,"11,119","99,258",,713,"1,528",300,,195,,2775,536,A+,05-10-20 00:00
20200510,CA,"66,680","888,984",,"4,555",,"1,328",,,,,2745,B,05-10-20 00:00
20200510,CO,"19,375","81,235",,790,"3,623",,,,,3023,967,B,05-09-20 00:00
20200510,CT,"33,554","96,638",,"1,242","9,389",,,,,5413,2967,B,05-10-20 14:00
20200510,DC,"6,272","23,298",,447,,130,,91,,880,323,A+,05-09-20 00:00
20200510,DE,"6,447","24,592",,285,,,,,,2537,224,B,05-10-20 12:03
20200510,FL,"40,596","498,352","1,265",,"7,404",,,,,,1791,B,05-10-20 11:52
20200510,GA,"33,441","210,106",,,"5,997",,1412,,,,1405,A,05-10-20 15:25
20200510,GU,151,"3,643",,,,,,,,124,5,C,05-09-20 03:50
20200510,HI,631,"36,639",,,81,,,,,551,17,B,05-09-20 18:00
20200510,IA,"11,959","62,215",,413,,157,,105,,5154,265,A+,05-10-20 00:00
20200510,ID,"2,230","29,912",,,207,,87,,,1473,67,B,05-09-20 19:00
20200510,IL,"77,741","352,243",,"4,293",,"1,232",,709,,,3406,A,05-10-20 00:00
20200510,IN,"24,126","115,903",,"1,328","4,389",462,990,205,,,1508,A+,05-09-20 23:59
20200510,KS,"6,948","45,557",,,657,,231,,101,371,157,A,05-10-20 10:00
20200510,KY,"6,440","80,483",,394,"1,757",226,758,,,2308,304,A,05-09-20 17:00
20200510,LA,"31,600","184,272",,"1,324",,,,161,,20316,2286,B,05-10-20 13:00
20200510,MA,"77,793","310,596",,"3,128","7,617",810,,,,,4979,A,05-10-20 10:00
20200510,MD,"32,587","127,344",,"1,640","5,955",611,,,,2293,1644,,05-10-20 10:00
20200510,ME,"1,436","22,092",,36,199,17,,10,,861,64,B,05-10-20 11:30
20200510,MI,"47,138","238,540",,"1,437",,674,,536,,22686,4551,A+,05-10-20 11:00
20200510,MN,"11,271","99,817",,434,"1,657",199,581,,,6304,578,A,05-09-20 17:00
20200510,MO,"9,844","105,702",,824,,,,137,,,482,B,05-10-20 15:00
20200510,MP,16,"2,321",,,,,,,,12,2,D,05-09-20 00:00
20200510,MS,"9,501","72,101",,645,"1,531",141,,78,,4421,430,A,05-09-20 19:00
20200510,MT,458,"21,246",,4,62,,,,,422,16,C,05-09-20 00:00
20200510,NC,"14,764","177,371",,442,,,,,,,547,B,05-10-20 11:00
20200510,ND,"1,491","43,378",,29,110,,,,,792,35,C,05-10-20 12:10
20200510,NE,"8,234","37,335",,,,,,,,,96,D,05-09-20 19:45
20200510,NH,"3,011","30,442",512,107,313,,97,,,1228,131,B,05-09-20 09:00
20200510,NJ,"138,532","173,915",591,"4,308",,"1,338",,994,,15642,9255,A+,05-10-20 13:00
20200510,NM,"4,778","92,275",,198,789,,,,,1268,191,C,05-09-20 16:00
20200510,NV,"6,098","52,711",,444,,116,,65,,182,306,C,05-10-20 12:30
20200510,NY,"335,395","847,603",,"7,262","72,715","2,488",,2073,,58006,21478,A,05-10-20 00:00
20200510,OH,"24,081","180,781",,962,"4,351",381,1205,254,,,1341,B,05-10-20 14:00
20200510,OK,"4,589","91,379",,177,826,93,,,,3204,272,A+,05-10-20 00:00
20200510,OR,"3,228","72,279",,164,670,45,,22,,1125,127,A+,05-10-20 11:00
20200510,PA,"56,611","227,772",,"2,230",,,,501,,,3707,C,05-10-20 00:00
20200510,PR,"2,198",,,,,,,,,,111,D,05-10-20 05:51
20200510,RI,"11,274","79,939",,283,"1,251",70,,52,,809,422,A+,05-10-20 12:00
20200510,SC,"7,653","76,804",,,"1,252",,,,,4120,331,B,05-10-20 16:30
20200510,SD,"3,517","20,377",,77,261,,,,,2147,34,C,05-09-20 18:00
20200510,TN,"14,985","246,884",,,"1,325",,,,,7528,243,B,05-10-20 00:00
20200510,TX,"38,869","462,907",,"1,626",,,,,,21022,1088,B,05-10-20 16:35
20200510,UT,"6,251","140,259",,144,512,,168,,76,3033,67,B,05-10-20 10:31
20200510,VA,"24,081","118,974",506,"1,555","4,756",351,,187,,3201,839,A+,05-09-20 17:00
20200510,VI,69,"1,102",39,,,,,,,59,4,C,05-09-20 19:06
20200510,VT,927,"19,121",,21,,,,,,777,53,B,05-10-20 00:00
20200510,WA,"16,674","226,315",,335,,101,,,,,921,B,05-09-20 02:59
20200510,WI,"10,219","105,163",182,514,"1,820",113,456,,,5014,400,A+,05-10-20 00:00
20200510,WV,"1,360","61,284",,49,,10,,6,,775,54,C,05-10-20 10:00
20200510,WY,661,"11,403",,12,65,,,,,443,7,C,05-10-20 16:00
20200509,AK,378,"26,071",,8,,,,,,318,10,C,05-09-20 00:00
20200509,AL,"9,567","115,927",,,"1,228",,459,,272,,388,B,05-09-20 00:00
20200509,AR,"3,747","61,781",,64,471,,,14,96,2968,88,B,05-09-20 10:15
20200509,AS,0,83,,,,,,,,,0,D,05-03-20 00:00
20200509,AZ,"10,960","94,850",,739,"1,514",296,,186,,2684,532,A+,05-09-20 00:00
20200509,CA,"64,561","848,009",,"4,538",,"1,349",,,,,2678,B,05-09-20 14:00
20200509,CO,"18,827","77,945",,790,"3,600",,,,,2974,960,B,05-08-20 00:00
20200509,CT,"32,984","90,585",,"1,301","9,389",,,,,5413,2932,B,05-09-20 14:00
20200509,DC,"6,102","22,081",,447,,130,,91,,879,311,A+,05-08-20 00:00
20200509,DE,"6,277","23,019",,288,,,,,,2450,221,B,05-08-20 18:00
20200509,FL,"40,001","487,730","1,452",,"7,325",,,,,,1785,B,05-09-20 10:39
20200509,GA,"32,532","202,792",,,"5,987",,1409,,,,1400,A,05-09-20 15:25
20200509,GU,151,"3,643",,,,,,,,124,5,C,05-09-20 00:00
20200509,HI,629,"35,633",,,81,,,,,566,17,C,05-08-20 00:00
20200509,IA,"11,671","59,805",,402,,161,,106,,5011,252,A+,05-08-20 00:00
20200509,ID,"2,205","29,601",,,206,,86,,,1442,67,B,05-08-20 19:00
20200509,IL,"76,085","340,246",,"4,739",,"1,215",,739,,,3349,A,05-09-20 00:00
20200509,IN,"23,732","111,954",,"1,361","4,389",458,990,213,,,1490,A+,05-08-20 23:59
20200509,KS,"6,751","43,182",,,635,,229,,100,350,157,A,05-09-20 10:00
20200509,KY,"6,288","80,159",,369,"1,696",210,723,,,2266,298,A,05-08-20 17:00
20200509,LA,"31,417","180,740",,"1,333",,,,165,,20316,2267,B,05-09-20 13:00
20200509,MA,"76,743","299,794",,"3,229","7,551",814,,,,,4840,A,05-09-20 12:00
20200509,MD,"31,534","124,494",,"1,665","5,932",575,,,,2159,1614,,05-09-20 10:00
20200509,ME,"1,408","22,092",,43,198,22,,10,,857,64,B,05-09-20 12:00
20200509,MI,"46,756","226,730",,"1,531",,683,,539,,22686,4526,A+,05-09-20 11:00
20200509,MN,"10,790","95,473",,476,"1,612",180,556,,,5764,558,A,05-08-20 17:00
20200509,MO,"9,666","99,232",,855,,,,144,,,472,B,05-09-20 15:00
20200509,MP,16,"2,321",,,,,,,,12,2,D,05-09-20 00:00
20200509,MS,"9,378","72,101",,607,"1,512",133,,76,,4421,421,A,05-08-20 19:00
20200509,MT,458,"20,871",,4,62,,,,,422,16,C,05-09-20 00:00
20200509,NC,"14,360","172,002",,513,,,,,,,544,B,05-09-20 10:45
20200509,ND,"1,464","42,469",,34,110,,,,,762,35,C,05-09-20 13:00
20200509,NE,"7,831","35,145",,,,,,,,,92,D,05-08-20 18:45
20200509,NH,"2,947","29,351",304,112,309,,97,,,1210,121,B,05-08-20 09:00
20200509,NJ,"137,085","168,121",557,"4,628",,"1,416",,1054,,15642,9116,A+,05-09-20 13:00
20200509,NM,"4,673","88,589",,201,789,,,,,1189,181,C,05-08-20 06:05
20200509,NV,"6,028","50,083",,,,,,,,205,301,D,05-09-20 12:00
20200509,NY,"333,122","820,646",,"7,776","72,255","2,664",,2203,,57180,21271,B,05-09-20 00:00
20200509,OH,"23,697","172,973",,929,"4,300",368,1200,222,,,1331,B,05-09-20 14:00
20200509,OK,"4,490","91,379",,177,822,93,,,,3154,270,A+,05-09-20 00:00
20200509,OR,"3,160","71,460",,139,662,34,,19,,1125,127,A+,05-09-20 11:00
20200509,PA,"55,316","221,791",,"2,285",,,,502,,,3688,C,05-09-20 00:00
20200509,PR,"2,173",,,161,,,,7,,,108,C,05-09-20 05:51
20200509,RI,"10,989","76,826",,292,"1,218",77,,56,,772,418,A+,05-09-20 12:00
20200509,SC,"7,531","73,432",,,"1,252",,,,,4120,330,B,05-08-20 16:30
20200509,SD,"3,393","19,559",,79,253,,,,,2125,34,C,05-08-20 18:00
20200509,TN,"14,768","237,980",,,"1,319",,,,,7369,242,B,05-09-20 00:00
20200509,TX,"37,860","451,434",,"1,735",,,,,,20141,1049,B,05-09-20 13:15
20200509,UT,"6,103","137,191",,172,498,,166,,75,2901,66,B,05-09-20 10:32
20200509,VA,"23,196","113,953",501,"1,593","4,717",367,,198,,3124,827,A+,05-08-20 17:00
20200509,VI,68,"1,024",36,,,,,,,57,4,C,05-07-20 23:58
20200509,VT,921,"18,606",,21,,,,,,744,53,B,05-09-20 00:00
20200509,WA,"16,388","219,447",,393,,128,,,,,905,B,05-08-20 02:59
20200509,WI,"9,939","101,935",204,543,"1,806",110,452,,,4875,398,A+,05-09-20 00:00
20200509,WV,"1,335","59,662",,53,,13,,7,,761,53,C,05-09-20 10:00
20200509,WY,644,"11,403",,12,64,,,,,438,7,C,05-08-20 13:58
20200508,AK,377,"25,096",,16,,,,,,305,10,C,05-08-20 00:00
20200508,AL,"9,221","110,893",,,"1,207",,454,,266,,375,B,05-08-20 00:00
20200508,AR,"3,694","60,300",,70,466,,,14,93,2159,88,B,05-08-20 08:15
20200508,AS,0,83,,,,,,,,,0,F,05-03-20 00:00
20200508,AZ,"10,526","90,599",,730,"1,482",295,,197,,1747,517,A+,05-08-20 00:00
20200508,CA,"62,512","812,760",,"4,514",,"1,342",,,,,2585,B,05-08-20 14:00
20200508,CO,"18,801","75,735",,821,"3,557",,,,,2869,961,B,05-07-20 00:00
20200508,CT,"32,411","88,130",,"1,327","9,389",,,,,5413,2874,B,05-07-20 20:30
20200508,DC,"5,899","21,216",,447,,130,,91,,825,304,A+,05-07-20 00:00
20200508,DE,"6,111","22,153",,289,,,,,,2288,213,B,05-07-20 18:00
20200508,FL,"39,199","474,142","1,433",,"7,157",,,,,,1738,C,05-08-20 10:10
20200508,GA,"32,106","195,461",,,"5,935",,1399,,,,1377,A,05-08-20 15:25
20200508,GU,151,"3,626",,,,,,,,122,5,D,05-08-20 00:00
20200508,HI,629,"35,989",,,74,,,,,565,17,B,05-07-20 00:00
20200508,IA,"11,457","58,804",,407,,164,,109,,4685,243,A+,05-07-20 00:00
20200508,ID,"2,178","29,092",,,206,,86,,,1420,67,B,05-07-20 19:00
20200508,IL,"73,760","325,954",,"4,750",,"1,222",,727,,,3241,A,05-08-20 00:00
20200508,IN,"23,146","106,982",,"1,379","4,389",481,990,219,,,1447,A+,05-07-20 23:59
20200508,KS,"6,501","41,207",,,608,,223,,99,332,152,A,05-08-20 10:00
20200508,KY,"6,129","75,272",,356,"1,684",199,714,,,2177,294,A,05-07-20 17:00
20200508,LA,"30,855","171,561",,"1,359",,,,185,,20316,2227,B,05-08-20 13:00
20200508,MA,"75,333","290,690",,"3,349","7,434",826,,,,,4702,A,05-08-20 10:00
20200508,MD,"30,485","121,702",,"1,674","5,811",571,,,,2041,1560,A,05-08-20 10:00
20200508,ME,"1,374","22,092",,44,194,23,,10,,836,63,B,05-08-20 12:00
20200508,MI,"46,326","213,927",,"1,637",,725,,570,,15659,4393,A+,05-08-20 11:00
20200508,MN,"10,088","91,182",,473,"1,549",198,540,,,5163,534,A,05-07-20 17:00
20200508,MO,"9,489","99,232",,832,,,,143,,,449,B,05-08-20 15:00
20200508,MP,15,"2,321",,,,,,,,12,2,D,05-08-20 00:00
20200508,MS,"9,090","72,101",,632,"1,478",123,,58,,4421,409,A,05-07-20 19:00
20200508,MT,458,"20,487",,6,62,,,,,420,16,C,05-08-20 00:00
20200508,NC,"13,868","164,745",,515,,,,,,,527,B,05-08-20 11:00
20200508,ND,"1,425","41,076",,33,104,,,,,714,33,C,05-08-20 13:00
20200508,NE,"7,190","33,222",,,,,,,,,90,D,05-07-20 17:45
20200508,NH,"2,843","27,829",532,113,308,,97,,,1165,114,B,05-07-20 09:00
20200508,NJ,"135,454","163,305",553,"4,605",,"1,439",,1089,,15642,8952,A+,05-08-20 13:00
20200508,NM,"4,493","84,539",,197,760,,,,,1125,172,C,05-07-20 06:09
20200508,NV,"5,884","47,460",,,,,,,,205,293,D,05-08-20 12:50
20200508,NY,"330,407","791,136",,"8,196","71,679","2,811",,2295,,56378,21045,B,05-08-20 00:00
20200508,OH,"23,016","161,300",,"1,060","4,218",393,1188,274,,,1306,B,05-08-20 14:00
20200508,OK,"4,424","85,433",,228,805,96,,,,3064,266,A+,05-08-20 00:00
20200508,OR,"3,068","69,625",,159,659,42,,18,,1125,124,A+,05-08-20 11:00
20200508,PA,"54,238","216,321",,"2,342",,,,517,,,3616,C,05-08-20 00:00
20200508,PR,"2,156",,,161,,,,10,,,107,C,05-08-20 06:00
20200508,RI,"10,779","74,487",,312,"1,187",71,,52,,730,399,A+,05-08-20 12:00
20200508,SC,"7,142","66,300",,,"1,152",,,,,3816,316,B,05-07-20 16:13
20200508,SD,"3,144","18,149",,76,247,,,,,2069,31,C,05-07-20 18:00
20200508,TN,"14,441","229,137",,,"1,299",,,,,7011,241,B,05-08-20 00:00
20200508,TX,"36,609","440,509",,"1,734",,,,,,19197,1004,B,05-08-20 13:00
20200508,UT,"5,919","132,769",,216,488,,162,,73,2769,61,B,05-08-20 15:00
20200508,VA,"22,342","107,603",549,"1,625","4,622",378,,199,,2997,812,A+,05-07-20 17:00
20200508,VI,68,"1,024",36,,,,,,,57,4,C,05-07-20 11:58
20200508,VT,919,"18,089",,15,,,,,,737,53,B,05-07-20 05:00
20200508,WA,"16,231","214,449",,393,,122,,,,,891,B,05-07-20 02:59
20200508,WI,"9,590","97,265",204,552,"1,767",110,441,,,4694,384,A+,05-08-20 00:00
20200508,WV,"1,310","58,126",,65,,19,,11,,761,51,C,05-08-20 10:00
20200508,WY,635,"11,403",,9,60,,,,,428,7,C,05-07-20 04:28
20200507,AK,374,"23,967",,12,,,,,,291,10,C,05-07-20 00:00
20200507,AL,"8,898","106,275",,,"1,178",,448,,266,,349,B,05-07-20 00:00
20200507,AR,"3,611","56,384",,69,462,,,14,93,2123,87,B,05-07-20 09:43
20200507,AS,0,83,,,,,,,,,0,F,05-03-20 00:00
20200507,AZ,"9,945","86,489",,766,"1,449",288,,196,,1722,450,A+,05-07-20 00:00
20200507,CA,"60,614","782,260",,"4,560",,"1,374",,,,,2504,B,05-07-20 14:00
20200507,CO,"17,830","73,517",,798,"2,986",,,,,2869,921,B,05-06-20 00:00
20200507,CT,"31,784","84,390",,"1,385","9,389",,,,,5413,2797,B,05-06-20 20:30
20200507,DC,"5,654","20,202",,447,,130,,91,,825,285,A+,05-06-20 00:00
20200507,DE,"5,939","21,387",,285,,,,,,2110,202,B,05-06-20 18:00
20200507,FL,"38,828","454,122","1,499",,"6,990",,,,,,1667,C,05-07-20 14:40
20200507,GA,"31,439","185,864",,,"5,835",,1374,,,,1336,A,05-07-20 14:29
20200507,GU,151,"3,564",,,,,,,,123,5,F,05-07-20 00:00
20200507,HI,626,"34,915",,,74,,,,,558,17,B,05-06-20 18:00
20200507,IA,"11,059","55,368",,417,,151,,107,,4266,231,A+,05-06-20 12:00
20200507,ID,"2,158","28,732",,,205,,86,,,1399,66,B,05-06-20 19:00
20200507,IL,"70,873","308,170",,"4,862",,"1,253",,766,,,3111,A,05-07-20 00:00
20200507,IN,"22,503","102,279",,"1,457",,487,,228,,,1414,A+,05-06-20 23:59
20200507,KS,"6,144","38,678",,,587,,218,,97,323,147,A,05-07-20 10:00
20200507,KY,"5,934","72,672",,351,"1,616",190,693,,,2125,283,A,05-06-20 17:00
20200507,LA,"30,652","170,115",,"1,432",,,,189,,20316,2208,B,05-07-20 13:00
20200507,MA,"73,721","277,911",,"3,436","7,237",852,,,,,4552,A,05-07-20 12:00
20200507,MD,"29,374","119,226",,"1,683","5,663",584,,,,2029,1503,A,05-07-20 10:00
20200507,ME,"1,330","22,092",,39,192,16,,11,,787,62,B,05-07-20 11:45
20200507,MI,"45,646","201,416",,"1,697",,753,,612,,15659,4343,A+,05-07-20 11:00
20200507,MN,"9,365","88,056",,435,"1,459",182,512,,,4800,508,A,05-06-20 17:00
20200507,MO,"9,341","94,281",,917,,,,141,,,418,B,05-07-20 15:00
20200507,MP,15,"1,783",,,,,,,,12,2,D,05-06-20 00:00
20200507,MS,"8,686","72,101",,650,"1,442",139,,71,,4421,396,A,05-06-20 19:00
20200507,MT,456,"19,791",,6,62,,,,,417,16,C,05-07-20 00:00
20200507,NC,"13,397","157,931",,525,,,,,,,507,B,05-07-20 11:00
20200507,ND,"1,371","39,496",,35,102,,,,,601,31,C,05-07-20 13:00
20200507,NE,"6,771","30,987",,,,,,,,,86,D,05-06-20 17:45
20200507,NH,"2,740","26,066",345,113,307,,82,,,1110,111,B,05-06-20 09:00
20200507,NJ,"133,635","159,023",552,"4,996",,"1,470",,1107,,15642,8801,A+,05-07-20 13:00
20200507,NM,"4,291","81,393",,193,687,,,,,1073,169,C,05-06-20 06:01
20200507,NV,"5,766","45,591",,,,,,,,205,286,D,05-07-20 12:40
20200507,NY,"327,649","762,267",,"8,665","71,152","2,976",,2425,,55547,20828,B,05-07-20 00:00
20200507,OH,"22,131","153,928",,"1,057","4,140",418,1167,279,,,1271,B,05-07-20 14:00
20200507,OK,"4,330","82,557",,223,805,97,,,,2985,260,A+,05-07-20 00:00
20200507,OR,"2,989","67,469",,171,645,48,,23,,1125,121,A+,05-07-20 11:00
20200507,PA,"52,915","209,873",,"2,420",,,,539,,,3416,C,05-07-20 00:00
20200507,PR,"2,031",,,,,,,,,,102,D,05-07-20 06:00
20200507,RI,"10,530","71,788",,318,"1,153",82,,56,,696,388,A+,05-06-20 12:00
20200507,SC,"6,936","70,546",,,"1,152",,,,,3816,305,B,05-06-20 16:20
20200507,SD,"2,905","17,209",,70,236,,,,,2028,31,C,05-06-20 18:00
20200507,TN,"14,096","222,232",,,"1,266",,,,,6783,237,B,05-07-20 15:00
20200507,TX,"35,390","419,772",,"1,750",,,,,,18440,973,B,05-07-20 13:00
20200507,UT,"5,724","128,819",,194,476,,159,,73,2640,61,B,05-07-20 15:00
20200507,VA,"21,570","101,582",519,"1,613","4,438",371,,203,,2825,769,A+,05-06-20 17:00
20200507,VI,66,990,37,,,,,,,54,4,C,05-06-20 09:46
20200507,VT,916,"17,535",,14,,2,,0,,718,53,B,05-06-20 05:00
20200507,WA,"15,905","208,908",,358,,144,,,,,870,B,05-06-20 02:59
20200507,WI,"9,215","93,035",219,624,"1,732",108,435,,,4520,374,A+,05-07-20 00:00
20200507,WV,"1,287","56,234",,76,,22,,12,,716,51,C,05-07-20 10:00
20200507,WY,631,"11,403",,11,59,,,,,416,7,C,05-06-20 15:27
20200506,AK,372,"23,283",,8,,,,,,284,10,C,05-06-20 00:00
20200506,AL,"8,581","100,935",,,"1,158",,442,,264,,340,B,05-06-20 00:00
20200506,AR,"3,568","55,435",,69,453,,,14,89,2109,85,B,05-06-20 14:42
20200506,AS,0,83,,,,,,,,,0,F,05-03-20 00:00
20200506,AZ,"9,707","82,030",,754,"1,430",286,,193,,1693,426,A+,05-06-20 00:00
20200506,CA,"58,815","750,221",,"4,681",,"1,415",,,,,2412,B,05-05-20 14:00
20200506,CO,"17,364","68,612",,792,"2,919",,,,,2801,903,B,05-05-20 00:00
20200506,CT,"30,995","80,452",,"1,445","7,758",,,,,4346,2718,B,05-05-20 20:30
20200506,DC,"5,461","19,523",,447,,130,,91,,808,277,A+,05-05-20 00:00
20200506,DE,"5,778","20,690",,299,,,,,,2008,193,B,05-05-20 18:00
20200506,FL,"38,002","442,049","1,351",,"6,776",,,,,,1605,C,05-06-20 09:45
20200506,GA,"30,696","173,441",,,"5,765",,1343,,,,1311,A,05-06-20 15:25
20200506,GU,151,"3,476",,,,,,,,123,5,F,05-06-20 00:00
20200506,HI,625,"34,574",,,73,,,,,551,17,B,05-05-20 18:00
20200506,IA,"10,404","52,767",,414,,151,,103,,3803,219,B,05-05-20 12:00
20200506,ID,"2,127","28,418",,,203,,84,,,1379,65,C,05-04-20 19:00
20200506,IL,"68,232","293,028",,"4,832",,"1,231",,780,,,2974,A,05-06-20 00:00
20200506,IN,"21,870","98,626",,"1,558",,526,,281,,,1377,A+,05-05-20 23:59
20200506,KS,"5,734","36,380",,,571,,213,,96,318,144,A,05-06-20 10:00
20200506,KY,"5,822","55,192",,347,"1,603",189,685,,,2058,275,A,05-05-20 17:00
20200506,LA,"30,399","164,273",,"1,465",,,,187,,20316,2115,B,05-06-20 16:30
20200506,MA,"72,025","267,614",,"3,564","7,080",922,,,,,4420,A,05-06-20 12:00
20200506,MD,"28,163","115,849",,"1,707","5,497",584,,,,1903,1437,A,05-06-20 10:00
20200506,ME,"1,254","22,092",,37,191,18,,12,,766,62,B,05-06-20 12:30
20200506,MI,"45,054","188,177",,"1,818",,794,,617,,15659,4250,A+,05-06-20 11:00
20200506,MN,"8,579","84,653",,443,"1,405",180,488,,,4520,485,A,05-05-20 17:00
20200506,MO,"9,102","91,645",,953,,,,134,,,396,B,05-06-20 15:00
20200506,MP,15,"1,783",,,,,,,,12,2,D,05-06-20 00:00
20200506,MS,"8,424","72,101",,618,"1,392",144,,79,,4421,374,B,05-05-20 19:00
20200506,MT,456,"19,248",,6,62,,,,,417,16,C,05-06-20 00:00
20200506,NC,"12,758","151,724",,516,,,,,,,477,B,05-06-20 10:45
20200506,ND,"1,323","37,309",,32,97,,,,,582,31,C,05-06-20 13:00
20200506,NE,"6,438","29,690",,,,,,,,,82,D,05-05-20 17:45
20200506,NH,"2,636","25,097",79,115,295,,82,,,1105,92,B,05-05-20 09:00
20200506,NJ,"131,890","157,030",594,"5,221",,"1,549",,1146,,15642,8549,A+,05-06-20 13:00
20200506,NM,"4,138","79,113",,178,687,,,,,964,162,C,05-05-20 17:30
20200506,NV,"5,663","43,612",,,,,,,,203,276,D,05-06-20 12:40
20200506,NY,"323,978","731,943",,"9,179","70,539",,,,,54597,19877,B,05-06-20 00:00
20200506,OH,"21,576","147,353",,"1,045","4,052",407,1151,275,,,1225,B,05-06-20 14:00
20200506,OK,"4,201","78,689",,230,773,102,,,,2909,253,A,05-06-20 00:00
20200506,OR,"2,916","65,060",,191,641,47,,20,,1125,115,A+,05-06-20 11:00
20200506,PA,"51,845","204,495",,"2,545",,,,560,,,3106,C,05-06-20 00:00
20200506,PR,"1,968",,,,,,,,,,99,D,05-06-20 06:00
20200506,RI,"10,205","69,168",,324,"1,123",86,,60,,665,370,A+,05-06-20 12:00
20200506,SC,"6,936","70,546",,,"1,152",,,,,3816,305,B,05-06-20 16:20
20200506,SD,"2,779","16,637",,72,230,,,,,1977,29,C,05-05-20 18:00
20200506,TN,"13,938","213,163",,,"1,221",,,,,6564,239,B,05-06-20 15:00
20200506,TX,"34,422","404,516",,"1,812",,,,,,17622,948,B,05-06-20 13:20
20200506,UT,"5,595","125,407",,,464,,,,,2509,58,C,05-06-20 15:00
20200506,VA,"20,256","93,452",469,"1,496","4,113",361,,189,,2617,713,A+,05-04-20 17:00
20200506,VI,66,990,37,,,,,,,54,4,C,05-05-20 20:30
20200506,VT,908,"16,968",,26,,2,,0,,706,52,B,05-05-20 05:00
20200506,WA,"15,594","203,859",,390,,127,,,,,862,B,05-05-20 02:59
20200506,WI,"8,901","87,826",212,511,"1,694",107,423,,,4348,362,A+,05-06-20 00:00
20200506,WV,"1,248","54,536",,76,,22,,12,,716,50,C,05-06-20 10:00
20200506,WY,604,"11,403",,11,60,,,,,409,7,C,05-05-20 15:30
20200505,AK,371,"22,321",,13,,,,,,277,9,C,05-05-20 00:00
20200505,AL,"8,285","98,481",,,"1,107",,428,,255,,313,B,05-05-20 00:00
20200505,AR,"3,496","51,139",,89,453,,,16,89,2041,80,B,05-05-20 16:10
20200505,AS,0,83,,,,,,,,,0,F,05-03-20 00:00
20200505,AZ,"9,305","78,955",,728,"1,397",303,,185,,1671,395,A+,05-05-20 00:00
20200505,CA,"56,212","723,690",,"4,622",,"1,388",,,,,2317,B,05-05-20 14:00
20200505,CO,"16,907","68,097",,834,"2,838",,,,,2743,851,B,05-05-20 00:00
